,0
122,"NNF 작업 시 각재 고정 시 앙카드릴 고정과 각재 연결 시 각재 연결을 위한 앙카드릴 고정, 각재 연결 시 앙카드릴 고정, 각재 고정 시 앙카드릴 고정, 각재 연결 시 앙카드릴 고정, 각재 고정 시 앙카드릴 고정, 각재 연결 시 앙카드릴 고정, 각재 고정 시 앙카드릴 고정, 각재 연결 시 앙카드릴 고정, 각재 고정 시 �"
123,"RE를 포함한 자재인양함 설치 및 작업방법 개선, 작업자 안전교육 및 안전수칙 준수 철저를 통한 재발 방지 대책."
124,"Question: 1층 내부거푸집 해체 작업 전 현장안전교육 실시, 작업 전 1층 내부거푸집 해체 작업 시 안전대 및 작업대 설치 및 작업 전 안전교육 실시, 현장 안전점검 및 현장안전교육 실시."
125,"definerevolver = { ""response"": ""거푸집 해체 및 인양작업 시 하부작업자 통제 강화, 작업장 안전교육 강화, 작업장 내 안전점검 및 안전교육 실시"" }"
126,Question: 동바리 설치작업 시 멍애를 적절히 관리하고 작업자 안전교육 강화를 통한 재발 방지 대책. Response: 동바리 설치 작업 시 멍애 관리 및 작업자 안전교육 강화.
127,Question: Input에 맞는 알맞은 Response를 생성해 네세요. Response: Input에 맞는 알맞은 Response를 생성해 네세요.
128,"I번지 근로자와 현장 주변의 공종을 확인하여 작업 전 안전교육 실시와 근로자 안전교육 강화, 안전점검 및 재발 방지 대책 수립을 통한 사고 재발 방지 대책."
129,"The external ladder of the building will be installed with a handrail, and the safety of the construction site will be strengthened through a safety education session."
130,"To 작업자 보호구 착용 및 작업장 주변 환경 정리정돈, 작업자 보호구 착용 및 작업장 주변 환경 정리정돈, 작업자 보호구 착용 및 작업장 주변 환경 정리정돈, 작업자 보호구 착용 및 작업장 주변 환경 정리정돈, 작업자 보호구 착용 및 작업장 주변 환경 정리정돈, 작업자 보호구 착용 및 작업장 주변 환경 정리정돈, 작업자 보호구 착용 및 작업장 주변 환경 정리정돈,"
131,"://작업장내 안전교육 강화 및 안전관리 철저, 근로자 안전교육 실시, 작업장 및 작업자 근로자 안전교육 철저, 작업장 내 안전관리 철저, 작업장 내 안전교육 철저, 작업장 내 안전관리 철저, 작업장 내 안전교육 철저, 작업장 내 안전관리 철저, 작업장 내 안전교육 철저, 작업장 내 안전관리 철저, 작업장 내 안전교육 철저, 작업장 내 안전관리 철저, 작업장 내 안전교육 철저, 작업장 내 안전관리 철저, 작업장 내 안전"
132,"A/B/C계통 공사장 근로자 특별안전교육 실시와 근로자 안전교육 실시, 위험요소 파악 및 작업방법 개선, 작업 전 근로자 안전교육 실시, 안전관리 철저 및 작업 전 근로자 안전교육 실시, 작업 전 근로자 안전교육 실시, 위험요소 파악 및 작업방법 개선, 작업 전 근로자 안전교육 실시, 안전관리 철저 및 작업 전 근로자 안전교육 실시, 작업 전 근로자 안전교육 실시, 위험요소 파악 및 작업방법 개선, 작업 전 근"
133,"The work order and the safety management manual will be strengthened, and the employees will be thoroughly informed of the safety management manual."
134,#1. 발판 결빙에 대한 안전교육 실시#2. 발판 결빙에 대한 적정한 관리 및 관리감독 철저#3. 발판 결빙에 대한 재발 방지 대책 수립 및 시공자 안전교육 실시#4. 발판 결빙에 대한 안전교육 실시
135,"#1) 작업자 안전고리 착용 철저, #2) 작업장 내 관리감독 철저, #3) 작업장 내 작업자 안전교육 철저, #4) 작업장 내 작업자 안전교육 철저, #5) 작업장 내 작업자 안전교육 철저, #6) 작업장 내 작업자 안전교육 철저, #7) 작업장 내 작업자 안전교육 철저, #8) 작업장 내 작업자 안전교육 철저, #9) 작업장 내 작업자 안전교육 철저, #10) 작업장 내 작업자 안전교육 철"
136,"RTPS(근로자 안전교육), 안전교육 및 관리감독강화, 안전교육 실시 후 근로자 안전교육 및 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자 안전교육 실시 후 근로자"
137,By 2023.12.31.까지 공종별 안전교육 실시와 작업장 내 경사로 설치 및 안전교육 실시로 재발 방지 대책 및 향후 조치 계획.
138,"On-Site 근로자 안전교육 실시와 작업 전 근로자 안전교육, 안전교육 및 안전관리 철저, 작업 전 안전교육 철저, 안전교육 철저, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업 전 안전교육 실시"
139,Atelier 작업 전 근로자 안전교육 실시와 안전교육 후 안전한 작업 방법 및 작업장 안전상태 점검 실시를 통한 재발 방지 대책.
140,"At the time of the accident, it was confirmed that the possibility of the scaffolding falling was recognized, but due to the carelessness of the worker, an injury occurred."
141,"_REFLECTIVE 안전교육 실시 및 작업전 전단 교육 실시, 안전사고 사례 공유 및 재발 방지 대책 수립, 작업자 안전교육 실시."
142,"If the incident occurs again, the manager in charge of the task will be notified and the incident will be reported to the safety committee."
143,Asphalt Concrete Pavement Construction Process Safety Management and Construction Safety Management Review.
144,"://재해자 안전교육 및 작업방법 개선, 안전관리 철저, 작업방법 개선, 작업장소 정리정돈 철저, 안전교육 실시."
145,Asphalt Paving 작업 전 사고 발생 위험요인에 대한 특별안전교육 실시와 작업장 내 특별안전교육 실시를 통한 재발 방지 대책.
146,"The work method is improved to reduce the load on the shoulder, and the work is stopped if the load is too heavy."
147,"Question: 1. 작업자 안전교육 강화, 2. 작업장 및 안전장비 관리 및 관리감독 철저, 3. 작업장 안전관리 철저, 4. 작업장 안전관리 철저, 5. 작업장 안전관리 철저, 6. 작업장 안전관리 철저, 7. 작업장 안전관리 철저, 8. 작업장 안전관리 철저, 9. 작업장 안전관리 철저, 10. 작업장 안전관리 철저."
148,"On-site 작업 시 주변 지반 상태 및 작업장 안전성 점검, 건설재해사례 전파 및 재발 방지 교육 실시, 사고사례 전파 및 재발 방지 교육 실시."
149,"#3, #4 이동식 사다리 사용 시 안전벨트 착용 및 작업자 이동 시 작업자 안전관리 철저, 이동식 사다리 사용 시 안전교육 실시."
150,"Isafe 근로자 교육, 근로자 전방 미주시 교육, 안전보호구 착용 교육, 전방 미주시 안전보호구 착용, 근로자 전방 미주시 교육, 근로자 안전보호구 착용 교육, 근로자 안전보호구 착용, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로자 교육, 근로"
151,"Question: 접이식 말비계 작업 시 미끄러지지 않도록 주의, 비계 작업 시 안전장비 착용, 작업 전 안전교육 실시, 작업 전 안전교육 실시."
152,"By 2023년 7월 31일(월)까지 승강로 및 이동통로의 안전관리 및 교육을 실시하고, 8월 1일(화)부터 8월 31일(목)까지 사고사례 및 재발방지대책 교육을 실시하는 계획."
153,"
0.5m 이상의 작업자는 작업 전 안전교육 실시, 작업 전 안전교육 실시, 작업장내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장 내 작업자 교육 실시, 작업장"
154,"By the construction site, a detailed inspection of the work environment and the work equipment is required, and the equipment used in the work is regularly checked and inspected, and the equipment is checked and inspected."
155,The construction of a safety barrier to prevent falling objects and a review of the work process to ensure the safety of the work.
156,"*작업자 안전교육 강화 및 재발 방지 대책 수립, 현장 작업자 안전교육 실시, 작업 전 안전교육 철저, 작업 전 안전교육 철저 및 작업 전 안전 점검 철저, 작업 전 안전교육 철저 및 작업 전 안전 점검 철저, 작업 전 안전교육 철저 및 작업 전 안전 점검 철저, 작업 전 안전교육 철저 및 작업 전 안전 점검 철저, 작업 전 안전교육 철저 및 작업 전 안전 점검 철저, 작업 전 안전교육 철저 및 작업 전 안전 점검 철저, 작업 전 안전교육"
157,"해체작업 시 해체작업자 보호용 안전시설 설치와 안전교육 실시, 작업자 보호를 위한 특별안전교육 실시, 작업장 주변 안전시설 설치 및 관리, 안전교육 실시."
158,"Question: 재발방지대책 및 향후 조치계획 Input: 유로폼 정리 작업 시 작업자 보호구 착용, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인, 작업자 보호구 착용 시 작업 방향 확인,"
159,"Question: 사다리 이동 시 반대편 고정대가 설치된 상태에서 이동, 사다리 이동 시 이동자 및 이동 중 보조자 2인 1조, 사다리 이동 시 안전고정대 설치, 이동 시 안전고정대 사용, 사다리 이동 시 안전고정대 설치, 이동 시 안전고정대 사용, 사다리 이동 시 안전고정대 설치, 이동 시 안전고정대 사용, 사다리 이동 시 안전고정대 설치, 이동 시 안전고정대 사용, 사다리 이동 시 안전고정대 설치,"
160,"Questionnaires for identifying and analyzing risks, and the implementation of measures to prevent similar incidents."
161,"The work is not to be performed on a ladder or scaffolding, and it is necessary to provide a safe working environment for the workers."
162,"Asphalt road construction work is to be completed, and a temporary road is to be installed to facilitate construction."
163,"*자재 정리 작업 시 안전교육 철저, 작업 전 안전교육 실시, 안전관리 철저, 재해자의 재발 방지 및 향후 조치 계획."
164,"""현장 내 재해사례 전파 및 현장 내 재발 방지 교육 실시와 재해자에게 3차례의 재발 방지 교육 실시를 포함한 재발 방지 대책."
165,"defence와 작업자 이동 경로 관리 철저, 작업장 내 이동통로 설치 및 이동 통로 관리 철저, 근로자 이동 통로 교육 실시, 근로자 이동 통로 설치 및 관리 철저, 안전교육 철저, 근로자 이동 통로 관리 철저."
166,"A 작업 전 근로자 안전교육 실시와 현장 내 재발방지대책 수립 및 시행, 안전교육 철저한 실시와 재발 방지 대책 수립 및 시행, 작업 전 근로자 안전교육 실시와 현장 내 재발 방지 대책 수립 및 시행."
