,사고원인,재발방지대책 및 향후조치계획
14398,비계발판 설치 작업중 미끄러져 추락 사고 발생,"발판 조립 시 자재 우선 점검 후 설치 및 해체, 사고 현장 안전 점검 실시 및 미비 사항 보완, 위험 작업 시 올바른 작업 방법에 대한 근로자 안전 교육 실시, 관련 공종 공사 참여자에게 사례 전파를 통한 안전 관리 의식 확립 및 안전 관리 철저 이행."
12899,기설치 시스템비계와 벽체간 임시 작업발판 설치시 탈락방지등 고정조치 불량으로 전도,"작업대 및 작업발판 설치기준 준수 관련 안전교육 강화와 작업대 등 설치곤란 구간 작업에 대한 안전대책 강구, 관리감독 강화, 작업계획 수립 및 이행관리 강화, 계획 외 돌발작업 철저 관리, 위험작업 시 특별안전교육 시행 및 근로자 안전의식 고취활동 강화."
4816,외부시스템비계의 비계사이로 작업용 발판설치작업도중 미처 고정되지 않은 상태의 작업발판을 헛디뎌 작업발판이 전도되면서 미끄러져 넘어지면서 기설치되어있는 비계연결부의 돌출귀에 옆구리를 부딛쳐  재해를 입음.,"개인보호구의 적시적절한 고정 및 활용과 주변작업환경의 불안전한 상태 및 작업자의 불안전한 행동요인 사전배제를 위한 안전교육 강조 실시와 재해자의 조속한 완치를 위한 지원, 동종 산재 및 기타 안전사고 예방을 위한 현장안전조치 강화 및 수시 안전교육 실시."
21916,"작업,환경적요인(작업방법 불량 : 이동식틀비계를 사용하지 않고 사다리를 작업대로 사용함)인적요인(안전수칙 미준수 : 사다리는 작업대로 사용할수 없음을 수차례 교육 받았음에도 준수하지 않음)","동종재해 예방을 위한 사고사례 전파, 고소작업 시 이동식틀비계 사용 원칙 준수, 협소한 작업장소에서 A형 사다리 사용 시 안전작업지침 준수, 순회장전점검 강화 및 근로자 안전교육 재실시를 통한 안전의식 강화와 현장지도를 통한 동종재해 안전사고 재발 방지."
12817,50대 여성인 재해자가 이동식틀비계를 단독으로 이동시키는데 집중하다 바닥에 돌출된 CD전선관을 발견못하고 걸려 전도되어 일어난 재해임.,"B/T 이동식 비계 이동 시 2인 1조로 이동하고, 바닥 노출된 CD 전선관 사이의 외가닥 노출 철근을 절단하며, 기타 현장 내 작업자들에게 사고 사례 전파 및 주의 교육을 실시하고, 10월 중 재해 조사표를 작성하여 노동부에 제출할 예정인 조치 계획."
20373,2020년 3월11일 오후 16시 30분경 고려대 메디힐 신축공사현장 5층에서 재해자 정**이 동료작업자 위대휘와 함께 이동식비계 상부에서 벽돌 조적 작업을 마치고 이동식비계를 해체 하기 위하여 사모래통을 하부 바닥으로 내리던중 이동식비계 발판과 사모래통 사이에 왼손 끝부분이 끼이면서 손가락 중지와 약지 끝 부분에 금이간  사고임,"조적 작업 시 근로자의 안전수칙 미준수 및 불안전한 행동으로 인한 재해를 방지하기 위한 안전의식 강화, 불안전한 상태 및 행동 제로화를 위한 교육, 위험성 평가를 통한 선안전 조치 및 안전팀 확인 후 작업 시행, 규정된 안전수칙 준수와 안전교육 실시."
3638,"협력업체인 무경설비의 작업자 윤00가 안전수칙을 지키지 않고 안전고리를 해체한 상태로 말비계에서 말비계로 이동하던 중 중심을 잃고 쓰러지는 모습을 보고, 화기감시자 김00이 작업자인 윤00이 다칠까봐 몸으로 받쳐주려하다 작업자와 화재감시자 두 명이 바닥에 쓰러짐. 작업자인 윤00은 다치지 않았으며, 화재감시자 김00만 고관절 골절의 상해를 입음","현장에서는 산업안전보건법 준수를 철저히 지키고 있으나 건설기술진흥법에 대한 무지가 있어 현대건설 본사에서 건설기술진흥법 신고절차 교육을 철저히 계도하고, 공무담당자의 전문적인 건설기술진흥법 교육과 TBM 등 안전교육을 주기적으로 실시해야 할 필요성."
8016,준공청소로 정리한 자재(점자블럭)를 압롤박스에 폐기작업 시 말비계 미사용 및 2인 1조 작업 미실시,"재발 방지를 위한 준공청소로 자재 정리 및 압롤박스 폐기작업 시 말비계 사용과 2인 1조 작업 실시, 관리감독자의 작업안전수칙 준수 여부 확인, 해당 사고사례를 기반으로 한 안전교육 실시를 통한 동종 재해 예방 및 시공사 통보에 대한 조치 계획."
10893,687번지 근생동 중층 거푸집 작업을 하기 위해 시스템동바리와 시스템비계 1단 사이에 작업발판 미고정 상태에서 근로자 이동 중 떨어진 재해 발생,"작업근로자 정기안전보건교육 실시, 개인보호구 착용 체결 철저, 관리감독자 배치, 작업발판 고정, 이동통로 준수 및 전 근로자 정기안전보건교육 실시, 작업 시작 전 TBM 안전교육 철저, 위험요소 사전 제거, 안전관리 철저, 관리감독자 상시 배치."
4461,- 2023년 4월 18(화) 새벽 우천이 끝난 후 정상적인 작업이 개시되었음- 사고 재해자가 STA.1+380 통로암거 우측 날개벽의 시스템비계 작업발판에서 거푸집 조립 작업 중 다음작업을 위해 옆으로 이동할 때 미끄러져 넘어짐- 시스템비계 1단 수평부재에 허리를 부딪쳐 요추 골절이 발생함- 작업일 새벽까지 우천으로 인해 작업발판이 미끄러운 상황을 충분히 인지하여야 하나 재해자의 단순 부주의로 인해 미끄러져 넘어지면서 부재에 충돌함,"사고사례 전파 및 교육 시행, 우천 후 작업 투입 시 미끄러짐 예방을 위한 사전 교육 실시와 습기 제거 여부 확인 후 작업 개시 관리 철저, 사고사례 전파 관련 안전교육 시행 여부 확인, 각 공구별 유사사고 방지를 위한 안전교육 시행 여부 확인."
17480,콘크리트 타설작업 중 형틀목공 작업으로 재해자는 거푸집 점검 및 보완하는 작업 중에 우측벽체 타설시 거푸집 벽체보완 작업을위해 1.5m높이에서 빨리 자재을 가지려 시스템비계로 바로내려 오던 중에 지면에 다내려 오면서 중심잃고 넘어지면서 비계에 엉덩이와 등갈비부분에 부딪치면서 생긴 골절재해입니다. 제해자가 옆면의 비계계단으로 내려 왔으면 일어나지 않을 사고임.,"모든 근로자에게 위험한 행동금지 교육 및 위험요소 고지 교육을 통해 위험성을 경각시키고, 비계 등 안전출입구 표지판을 설치하여 근로자 모두가 인지하도록 하며, 현장의 철저한 안전관리계획 대책 요구 및 감리자와 월 1회 안전순찰을 통한 안전강화."
1366,"위 작업은 2m이상의 고소 작업으로 10월 12일 위험공종 작업허가서(PTW) 상 이동식 비계 사용으로 제출 및 승인 되었으며, 동월 13일 휴일작업계획서를 통해 재차 이동식 비계 사용으로 승인 된 사항임. 13일 해당 작업을 위해 이동식 비계를 2층 전기실에 비치하였으며, 14일  작업 시 이를 사용하여 작업 진행하려 했으나, 간섭되는 지장물(천장 텍스 및 고정대)로 준비작업을 최소화하려고 현장 내 있던 전기공사용 A형 사다리로 작업계획을 임의 변경하여 무리하게 진행 시도 중 상부 작업자인 최00은 균형을 잃고 추락.","현장 점검주기 강화, 작업순서 및 방법 임의변경 금지 및 근로자 교육, TBM(2회/일) 실시, 비연속작업의 경우 작업 투입 전 위험성평가 내용 재교육 실시, 안전사고 재발방지 계획 수립 및 검토, 승인 후 작업 재개, 수시 위험성평가 실시."
10215,거푸집 해체를 위해 외부비계 난간대(시스템비계 수평횡대)를 제거하다 망치로 자신의 손가락을 타격,"작업계획 수립 및 근로자 교육 실시, 숙련공 배치, 거푸집 해체공사에 대한 작업계획 변경 수립, 사고내용 및 재발 방지 대책 전파교육 실시, 숙련된 작업자 배치와 작업방법 및 안전수칙 준수에 대한 주기적 감시 확인으로 재발 방지 대책 마련."
22782,"이동식비계 상부 안전난간대 설치 불량, 개인보호구 미착용에 따른 떨어짐","이동식틀비계 안전난간대 설치 및 고정 철저, 고소작업 시 개인보호구 착용 철저, 불안전한 행동 금지, 설치기준 안전교육 실시, 가설 작업대 설치 후 확인 점검 철저, 개인보호구 착용 교육 및 확인 점검 철저, 불안전 행동 예방 교육 실시."
23264,작업원(관련 작업 유경력자)의 PT이동식비계 안전난간 불합리한 사용(안전난간을 발판으로 사용) 중 추락(추락높이:2.2m)* 안전모 미착용(지하1층 천정 그라인더 작업 중이었으며 보안경 및 방진마스크 착용),"작업원 교육 강화와 안전 수칙 이행 여부 수시 단속을 통한 재발 방지 대책과 고용노동부 강릉지청의 공사 전면중지 명령에 따른 공사 중지, 구조안전 및 시설물 안전 현장 점검과 관계기관 조사 및 시정명령 이행 여부 확인 후 공사 재개 예정."
19226,시스템 비계 해체 도중 작업자가 비계 발판에서 발이 미끄러져 추락,"비계 해체작업 전 안전 교육 실시와 최근 발생한 추락사고 사례 공유를 통한 작업자 주의 환기, 안전장구 착용 확인 철저, 시공사의 산재처리 및 작업자 통원치료 진행, 안전사고 재발 방지 당부, 안전수칙 미준수 시 공사현장 출입 제한 조치."
16804,지붕 용접작업 도중 설치된 가시설 시스템비계 안전난간대 위 3m 높이에 작업을 하다가 작업자의 단순과실로 미끄러져 추락,"2m 이상의 위험공종 작업 시 기존과 동일하게 작업허가제 승인 후 안전사고 예방대책을 시행하고, 공사감독관 및 현장소장이 현장에 상주하여 사고 예방을 위한 관리감독을 강화하며, 안전장비 필수 착용 및 근로자 안전교육을 실시하는 조치 계획."
12647,작업자가 피로 등으로 외부시시템비계 수정작업을 위해 안전발판을 이동 하던 중 엄지손가락을 부딪혀 타박상을 입음,"근로자 안전교육 실시, 공사장 내 안전시설 즉시 시정, 안전점검 및 순회 점검 강화, 신규 근로자 현장 적응 교육, 작업장 내 위험요소 제거, 근로자 2인1조 작업 교육 및 지도, 건설사에 안전사고 예방 조치 요구, 안전시설 점검 확인."
23195,"틀비계 발판을 이용하여 작업을 하려고 하였으나,거푸집과 동바리의 간섭으로 틀비계 발판의 이동이 불가하여 틀비계 난간을 넘어 나와 거푸집에 매달려 작업한 것으로 추정.(거푸집에 매달려 안전벨트 착용 및 안전벨트 고리를 걸고 작업하였으나, 벨트와 고리의 연결부가 탈락된 것으로 추정)","기술적 대책으로 틀비계의 이동이 불가한 부위를 해체 후 재설치하여 안전한 작업발판을 설치하고, 관리적 대책으로 불안전한 작업의 재발 방지를 위한 특별안전교육을 실시하며, 향후 조치 계획으로 공사현장 안전관리교육을 철저히 지시하는 방안."
1240,조적공사를 위한 비계발판 설치 간,"전공종 공사중지, 외부 시스템비계 보강작업 실시, 작업자 안전장구류 착용, 작업투입 전 안전교육 실시, 안전위해요소 시정지시 및 사고조사, 안전요소 보완계획 하달, 공사 발주청에 의한 현장점검으로 구성된 재발 방지 및 향후 조치 계획."
1257,바닥에 깔려있던 모래에 미끄러지며 벽체에 세워놓은 이동식틀비계에 오른쪽 늑골부위 부딪힘,"작업 전 주변 간섭물 정리정돈, 미끄럼 방지를 위한 작업장소 바닥 정리, 보행자 전용통로 확보, 내부 마감공사 시 건설사업관리단 및 시공자 안전교육 실시, 작업 전 주변 간섭물 정리정돈 수시 확인, 보행자 전용통로 확보 수시 확인 등."
6786,"2022년 11월 19일 16시00분경 (가칭)동삭중 신축공사 현장 교사동2층 시스템비계발판에서 (주)보광건설 소속 판넬조립공 진**씨가 점토단열패널 접속부공간의 점토벽돌을 붙이기위해 점토벽돌을 그라인더(4"")로 절단하던중 그라인더날이 튀어서 좌측 제2수지를 베임","안전관리자의 현장 정기 및 수시점검을 통한 재해예방 강구, 작업 시작 전 TBM을 통한 작업관리자의 구체적인 작업방법 지도, 작업 시 발생할 수 있는 위험요인 제거 교육, 작업 시작 전 작업관리자의 위해요인 제거 및 작업 수행 교육."
