,Unnamed: 0,사고원인,재발방지대책 및 향후조치계획
80,234,형틀 거푸집 설치 작업 후 고정작업 중 / 기둥 거푸집을 고정하기 위해 라쳇자동바를 설치하고 조임 작업을 진행하던 중 라쳇자동바의 철재고리 연결부가 파단되며 반동으로 튀어 재해자의 구강부를 타격하여 치아가 손상됨 / 중국산 라쳇자동바의 안전성 확인 불가(국산 제품과 비교한 결과 파단부위 철재고리가 가공이 되지 않고 날카로워 압력이 가해지자 라쳇자동바의 철재고리 연결부위가 파단된 것으로 추정됨),기존 중국산 라쳇자동바를 국산으로 전면 교체하고 자재 입고 시 검수 철저 및 작업 전 자재의 손상 유무를 확인하여 작업하는 방안.
81,236,"가설사무실 2층 상황실 앞 복도 청소 중, 주말 간 쌓인 눈에 의해 미끄러지면서 손을 바닥에 짚고 그로 인해 손목이 골절된 재해","해당 구간 미끄럼방지 조치로 부직포 설치, 강우 및 강설 예보 시 근무시간 조정, 작업 전 TBM을 통한 동절기 위험요인 및 대응방안 전파 및 공유."
82,239,동절기 이동시 바닥이 미끄러워 넘어질 수 있음에도 사고기인물인 철근에 보양캡을 미설치하여 발생,현장 이동간 안전수칙 교육과 철근캡 보양 조치를 통한 동종재해 예방 및 찔림 방지와 외부 전문가의 안전점검을 통한 불안전 요소 제거 계획.
83,243,화장실 출입통제 작업을 위하여 파레트를 옮기는 중에 파레트가 발가락에 떨어져 사고 발생,재해사례 전파교육 실시와 동종 유사공정 작업 시 안전보호구 착용 상태 상시 점검을 포함한 조치 계획.
84,246,"맨홀 설치를 위해 거푸집을 설치하는 과정에서 맨홀에 연결되는 관로의 흙을 밟고 미끄러졌으며, 그 과정에서 자재와 충돌함",겨울철 현장 내 미끄럼 방지를 위해 영하의 기온이나 바닥이 미끄러운 상태에서는 작업 중지 및 현장 주변 청소와 자재 정리정돈에 만전을 기하는 조치.
85,249,4층 공유주방과 독립형작업실의 내부 조적벽체 벽돌쌓기 작업 중 틀비계 상부 약 1.6M 높이에서 추락,"근로자 안전교육 실시 강화, 벽돌쌓기 2단 이상 작업 시 작업대 안전시설 설치 철저, 일일 TBM 사고사례 전파 및 재발 방지 대책 수립, 재해자 산재 처리 예정."
86,252,케이블 타이를 제거 과정에서 가위 등의 공구를 사용하지 않고 용도에 맞지 않는 무선 핸드 그라인더를 사용하여 케이블 타이를 제거하는 과정에서 그라인더 날이 수작망과 엉키면서 그라인더가 통제가 되지 안항 오른손 손등부위에 그라인더 날이 접촉하여 발생 된 재해,유사 동종 재해사례 전파 및 재발방지 대책에 관한 근로자 안전교육 실시와 해당 공종 시공 과정에서의 불안전한 요인 및 잠재적 위험요인의 명확한 예측과 적합한 사용공구의 선정 등 대책 수립 철저이행.
87,253,인천검단 AA16BL 공동주택  1층 벽면 견출작업후 말비계위에서 내려오던 중 발이 미끄러지면서 넘어져 오른쪽 새끼손가락 골절,"말비계 사용 부주의에 의한 사고사례 전파교육, 말비계 사용 시 주의사항에 대한 교육 강화, 매일 말비계 사용 작업 순찰 강화, 경미한 부상에 대한 협력업체의 사고보고체계 준수 대책 마련, 안전관리 철저 지시."
88,257,작업자의 방심(세대 내 가설등을 먼저 Off 시킨 상태에서 정리정돈 진행),"일몰시간이 빠른 동절기 기간에 조도확보 수단 확보 및 확인, 관련 사고사례 TBM 및 교육 시 반복 전파를 통한 재발 방지 철저 실시."
89,258,"23년12월14일분경  정보통신단 1층 거푸집동바리 해체 작업 중 낙하물이 떨어져 발가락  골절 부상을 당하고, 미보고 후 12.21일 재해자 본인이 요양신청을 접수하여 사고를 인지하고 후속 조치함","근로자 특별안전교육, 안전수칙 강조, 안전순찰 강화에 대한 재발 방지 대책 및 향후 조치 계획."
90,259,라이닝철근 받침용 목재를 터널 입구에서 안쪽 현장까지 현장 작업자가 수레 운반하는 과정 받침용 목재 외 수레 운반에 부적합한 긴 목재를 가지고 운반하다가 터널 중간에서 손수레가 전도 됨으로 인해 터널 지면 왼쪽 바닥으로 넘어졌고 튀어오른 목재가 왼쪽 눈밑을 타격함,"소자재 운반 교육 실시와 장비를 활용한 장척물 자재 운반 대체, 재발 방지대책 이행 사항에 대한 현장 수시 점검."
91,262,계단이 설치되지 않은 장소에 목재를 잡고 내려오려고 하던 중 목재가 부러져 추락하여 넘어짐,"주변 정리정돈 철저, 안전 작업표준 설정 및 준수, 사고 사례 전파 위주의 안전보건교육 실시, 안전계단 설치 확인 및 지속적 안전관리."
92,265,"작업 전 비계에 있던 잔류수 미 확인, 비닐 제거시 하부에서 제거하여 접촉","비계 해체 작업 전 잔류수 확인, 비닐 제거 시 상부에서 비닐 제거하여 접촉 위험을 제거하고, 내화학복 착용 후 틈새를 없도록 보강하며 안전관리를 철저히 하는 조치."
93,269,양수기를 이동하기 위하여 사다리를 이용하여 엘리베이트 피트로 내려가는 중 바닥에 발을 잘못딛어 넘어짐,작업 시 불안전한 행동 예방을 위한 안전교육 실시와 작업 전 안전점검 미팅 실시 등 안전수칙 준수 철저.
94,271,타워2호기 기초 옹벽에 있던 핀을 제거하기 위하여 1.2m 말비계 작업 중 말비계 좌측 다리가 흔들리면서 중심을 잃고 떨어짐,"말비계 설치 전 주변상태 확인 및 보강, 정리 조치, 말비계 단부 사용 금지 교육, 2인1조 작업 진행."
95,272,작업자(도장공)가 퍼티작업을 위해 이동식 틀비계를 올라가던 중 작업화 바닥습기로 인해 넘어지면 작업자 부상,"공종별 관리감독자 배치, 특별안전교육 실시 및 사고사례 전파를 통한 동일 공종 근로자 밀착 관리와 작업전 TBM교육을 통한 근로자 안전의식 고취."
96,273,다음 작업반경 견출작업을 하기위해 말비계에서 내려오던 중 바닥의 설비 슬리브 홀에 말비계 발이 빠지면서 중심을 잡으려다 뒤로 넘어지면서 바닥에 손을 짚으면서 발생된 골절사고.,사고사례를 통한 지속적인 교육과 전 근로자 특별안전교육 실시 및 사고사례 전파를 통한 안전사고 예방.
97,277,"- 2023년 12월 13일(수) 오전 10시 40분 경 본선 10구간 구조물 슬라브에서 2단 버팀보 해체작업 중 스크류잭 파손으로 풀리지 않고, 인양구간이 도로 한복판 조건으로 인양이 어려워 버팀보  절단 과정에서 버팀보가 튕기며, 근로자를 타격하여 발생된 사고임.","버팀보 해체 시 해체방법 및 순서에 따른 해체작업 진행, 설치 및 해체 중량물 고위험 작업 시 매일 사전 작업 허가서 작성, 설치 및 해체 등의 고위험 작업 시 사전 점검 및 작업지휘자 또는 안전팀 상주관리, 근로자 안전법규 준수 관리감독 철저 지시."
98,278,개인적인 행동에 의한 실소(PC설치 중 작업구간 이동 시 PC철근에 발이 걸려 넘어짐),작업 전 발걸림 주의 및 보행주의 안전교육 시행과 재발방지 안전교육 행정안내를 통한 재발 방지 대책 마련.
99,281,"보강토옹벽블록 무게를 간과하고 무리하게 자재정리, 근로자의 불안전한 행동 발생","위험예지활동과 일일안전교육, 재발방지 교육 및 TBM 시 작업방법 교육을 통한 근로자 안전교육 철저."
100,283,호이스트 로비 앞 경사로 발판을 내려가던 중 왼쪽 발이 살짝 미끄러져서 순간적으로 근육에 힘이 들어가 통증이 발생함.(근육파열 진단받음),"보행 시 미끄럼 주의 및 서둘러 이동하는 행위 금지 전파 교육과 수시 위험성 평가 반영을 통한 현장 확인 및 관리 실시, 재발 방지 철저 실시."
101,287,"근로자가 가시설에 올라가 공사를 진행할 공정이 없으며, 가시설을 밟고 소지품을 찾는 것은 위험한 행동이라고 판단됨 (안전장비를 갖추고 내려가서 찾는것이 바람직함)","작업자 돌발행동 발견 시 즉시 제재하고, 부상자 경과를 지속적으로 파악하여 시공사와의 원만한 보상 처리를 위한 노력 및 타현장 감리단과 시공사의 철저한 안전교육 수행 조치."
102,288,핸드 글라인더를 이용하여 계단 논슬립 제거 작업 도중 그라인더 날 파손으로 파편이 비산하여 무릎 정강이 부위의 피부 찰과상 발생,"작업장 안전 관리 강화를 위한 대책으로 현장 대리인의 무단 이탈 금지, 작업자의 안전 보호구 착용 및 작업 공구 체크리스트 확인 철저, 안전관리자의 사고대책보고서 작성 및 타 근로자 교육 전파가 포함되며, 외부 전문가와의 합동 실태조사를 통해 사고 원인 분석 및 예방 대책 도출, 관련 보고서 작성, 안전 관리 철저 전파가 예정됨."
103,289,작업자가 합판 절단작업 중 부주의로 인해 톱날에 엄지손가락 끝부분이 절단됨,"작업자 안전교육, 현장 작업공구 안전점검 수시 실시, 작업 시 관리자의 수시 점검을 포함한 재발 방지 대책 및 향후 조치 계획."
104,293,타정총(타카) 사용시 신체 방향으로 향하지 않게 하여야 하나 불안전한 작업 자세로 신체 방향으로 자재와 공구를 취급 중 못이 각재를 뚫고 손목을 찌름,"작업 위험요소 파악 및 사고사례 전파, 안전한 작업자세 및 방법에 관한 안전교육 실시와 유사 공종 재발방지대책 수립 및 교육을 통한 작업자세 및 방법 개선 조치."
105,299,작업자의 전방주시태만으로 인한 천장 작업용 발판 승하강용 디딤판이 뒤집어짐,전방주시 철저와 사고사례 전파를 통한 교육 실시를 포함한 재발 방지 대책에 따른 관리 여부 확인.
106,301,"101동 2호기 호이스트를 사용하여 내려오던 중 충격이 발생하였고, 그 충격으로 인해 허리에 통증이 발생","호이스트 정기점검 및 안전점검 실시, 이동시 중량물 관리 철저, 불안정한 행동 관련 안전교육 및 TBM 시 사고사례 전파 교육 실시."
107,302,"통로상에 계단실에서 해체된 파이프서포트 방치, 타설 후 안전통로구획 지연, 통행로가 아닌 월 철근을 넘어가려 함","보행자 통로 내 정리정돈 청결 관리, 안전통로 구획, 철근 사이 통행 금지 교육 등의 재발 방지 대책과 향후 조치 계획."
108,306,1. 사다리 고정조치 미흡2.- 사다리 사용 작업시 안전기준(2인 1조) 미준수,승하강 시 안정적인 반고정식 사다리 사용과 중량물 인양을 위한 이동식 사다리 고정 및 2인 1조 작업 수칙 준수의 철저한 강조.
109,308,"1.작업방법 미흡 → 지게차 사용 시 주변 근로자 위치2.슬럼프가 낮은 콘크리트 사용으로 지게차, 작업자 동시 작업 진행","지게차 사용 반경 내 작업자 위치 금지, 호퍼 하부 받침 추가 설치로 발 끼임 예방, 재해사례 전파 교육 및 위험성 평가 반영한 안전대책 이행 점검 실시, 작업방법 및 절차에 대한 대책 이행 여부 1회/일 점검 실시, 전 근로자 재해사례 전파 교육 실시."
110,313,길이가 긴드릴공구사용중 거푸집이 미끄러워 드릴비트 고정이 되지 않아 비트날을 쥐고 힘을 쓰다 전원을 작동하여 장갑이 말리면서 손가락 절단됨,사고완 관련 작업공구의 안전한 사용을 위한 보조손잡이 설치와 미끄러짐 방지를 위한 보완 및 안전교육 실시.
111,324,현장이동시 장애물이나 요철등의 상태를 잘 확인하고 이동하라고 교육하였으나 근로자의 부주의로 인해 넘어짐,"특별안전교육 실시, 사고 내용 전파 및 안전수칙 강조, 현장 내 정리정돈, 발걸림 및 미끄러짐 사고 예방 조치, 주말 및 휴일 작업 시 관리감독자의 상시 현장 위치 지휘."
112,325,설치되어있는 안전통로를 이용하지 않고 조립 되어있는 벽체 철근을 밟으며 이동,근로자 불안전한 행동 금지 교육 실시와 안전표지 간판 추가 설치를 통한 재발 방지 대책 및 교육 실시 여부와 안전시설 설치 확인을 포함한 향후 조치 계획.
113,329,보은교(상행) 교대1~교각1 사이의 슬래브 거푸집 해체를 위해 2인1조로 사다리(H=3m)를 올라가던 중 부상자가 중심을 잃고 떨어져 왼손 손목 골절상 발생,"아침체조시간 및 TBM시 작업순서와 작업방법 교육, 사고사례 게시판 게시 및 전파, 작업 중 부주의로 인한 타현장 사고사례 전파, 2m 이상 고소작업 시 안전대 착용 준수, 고소작업 시 사다리 금지 및 일자형 사다리 반출, 부상자 치료경과 지속 확인, 건설사고 방지 조치계획 제출 요청, 통합건설사업관리단 책임기술자, 현장대리인, 안전관리자 사고 대면보고 등의 조치."
